AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface
-2.20000458,30.599998470,12.389999650,134.8270097,-0.900001526,1.5317,63.13725662,34.00,100.00,1242.00,14.409999850,16.00,-0.3853,22.53281784,SmoothCondition
-3.90000153,32.399997710,12.929999610,138.7150086,1.799999237,1.4960,63.13725662,34.00,102.00,1414.50,15.689999580,16.00,-0.3887,22.15661812,SmoothCondition
-4.19999695,35.099998470,13.514999590,143.8639995,2.700000763,1.4525,55.29411697,34.00,102.00,1414.50,15.689999580,16.00,-0.4727,22.15661812,SmoothCondition
-4.29999542,35.099998470,14.099999560,148.3169396,0.000000000,1.3903,55.29411697,34.00,102.00,1523.50,15.720000270,16.00,-0.4733,21.72527695,SmoothCondition
-2.09999847,37.799999240,14.729999550,154.0638209,2.700000763,1.3547,0.00000000,34.00,102.00,1497.50,15.720000270,16.00,-0.5863,21.72527695,SmoothCondition
-2.79999542,36.899997710,15.344999510,158.3323367,-0.900001526,1.3581,0.00000000,34.00,102.00,1497.50,18.440000530,16.00,-0.5905,21.52325249,SmoothCondition
-2.90000153,36.000000000,15.944999510,161.2062356,-0.899997711,1.2529,16.86274529,34.00,103.00,1479.00,14.689999580,16.00,-0.5198,21.17808533,SmoothCondition
-3.09999847,35.099998470,16.529999490,162.7678878,-0.900001526,1.2186,16.86274529,34.00,103.00,1479.00,14.689999580,16.00,-0.4144,21.17808533,SmoothCondition
-1.59999847,36.000000000,17.129999490,164.1956850,0.900001526,1.1399,43.13725662,34.00,101.00,1489.00,14.720000270,16.00,-0.4752,20.81062508,SmoothCondition
-1.79999542,36.899997710,17.744999450,165.4621672,0.899997711,0.9905,41.96078491,35.00,101.00,1540.50,14.720000270,16.00,-0.3485,20.81062508,SmoothCondition
-0.39999390,36.899997710,18.359999410,165.9593783,0.000000000,0.9774,41.96078491,35.00,101.00,1540.50,15.720000270,16.00,-0.3672,20.48775482,SmoothCondition
0.00000000,38.700000760,19.004999420,166.8350491,1.800003052,0.8745,48.23529434,35.00,102.00,1628.00,16.719999310,16.00,-0.4905,20.20194435,SmoothCondition
-0.20000458,38.700000760,19.649999440,166.8645673,0.000000000,1.0014,15.68627453,35.00,102.00,1628.00,16.719999310,16.00,-0.5749,20.20194435,SmoothCondition
-0.50000000,39.599998470,20.309999410,166.6229399,0.899997711,1.1644,15.68627453,35.00,102.00,1627.00,20.860000610,16.00,-0.7365,20.10399437,SmoothCondition
-0.40000153,38.700000760,20.954999420,164.9404751,-0.899997711,1.2231,40.39215851,35.00,102.00,1627.00,20.860000610,16.00,-0.7791,20.10399437,SmoothCondition
-0.40000153,37.799999240,21.584999410,161.9036618,-0.900001526,1.2792,66.27451324,35.00,102.00,1565.00,18.440000530,16.00,-0.8706,19.96433449,SmoothCondition
-1.79999542,38.700000760,22.229999420,158.5485698,0.900001526,1.3261,66.27451324,35.00,108.00,1654.50,19.489999770,17.00,-0.9781,19.83669853,SmoothCondition
-3.09999847,36.000000000,22.799999420,154.3576213,-2.700000763,1.2986,67.05882263,35.00,111.00,1768.00,21.879999160,19.00,-0.9011,19.74422836,SmoothCondition
-4.09999847,43.199996950,23.504999370,152.7767472,7.199996948,1.4017,58.82353210,36.00,114.00,1838.50,21.299999240,20.00,-0.8586,19.61326027,SmoothCondition
-5.20000458,45.000000000,24.239999370,151.3976888,1.800003052,1.5214,0.00000000,36.00,104.00,803.00,8.020000458,19.00,-1.0035,18.53573418,SmoothCondition
-6.30000305,45.000000000,24.989999370,148.1714186,0.000000000,1.5185,77.25490570,36.00,103.00,1354.00,17.219999310,17.00,-1.0847,18.32847595,SmoothCondition
-6.79999542,45.899997710,25.754999340,144.4021722,0.899997711,1.5021,76.07843018,36.00,107.00,1395.50,18.379999160,18.00,-1.1105,18.14863396,SmoothCondition
-6.20000458,48.599998470,26.564999310,141.3379010,2.700000763,1.4781,81.56862640,36.00,113.00,1458.00,20.520000460,19.00,-0.9987,18.01894188,SmoothCondition
-6.20000458,50.399997710,27.404999270,138.2882732,1.799999237,1.4835,78.03921509,36.00,117.00,1517.50,21.909999850,21.00,-0.8353,17.91011429,SmoothCondition
-6.39999390,51.299999240,28.169999270,139.1634854,0.900001526,1.3420,76.07843018,36.00,120.00,1596.50,22.190000530,21.00,-0.7289,17.79441643,SmoothCondition
-4.80000305,53.099998470,28.859999240,144.6156545,1.799999237,1.3997,75.29412079,36.00,121.00,1652.50,22.879999160,23.00,-0.5453,17.68197823,SmoothCondition
-3.90000153,54.899997710,29.549999210,151.6255858,1.799999237,1.2690,72.54901886,37.00,123.00,1693.50,22.879999160,24.00,-0.6341,17.68197823,SmoothCondition
-2.60000610,56.699996950,30.269999150,159.2258554,1.799999237,1.1173,65.49019623,37.00,119.00,1750.50,22.659999850,24.00,-0.7573,17.55351448,SmoothCondition
-1.79999542,58.500000000,31.004999160,167.9150514,1.800003052,1.0825,61.96078491,37.00,112.00,1777.00,20.360000610,24.00,-0.7978,17.35929871,SmoothCondition
-1.19999695,59.399997710,31.724999140,177.3385075,0.899997711,1.1310,52.94117737,37.00,108.00,1795.00,20.129999160,23.00,-0.8397,17.16195488,SmoothCondition
-1.30000305,60.299999240,32.324999140,189.8774907,0.900001526,1.0195,55.29411697,37.00,105.00,1808.50,18.940000530,21.00,-0.7726,16.94412804,SmoothCondition
-1.79999542,60.299999240,32.864999140,202.5134908,0.000000000,0.9818,27.05882454,37.00,105.00,1808.50,18.579999920,20.00,-0.7821,16.72980309,SmoothCondition
-3.59999847,61.199996950,33.434999080,215.2080652,0.899997711,0.9649,0.00000000,38.00,105.00,1804.00,23.360000610,19.00,-0.8252,16.63434410,SmoothCondition
-4.70000458,60.299999240,33.959999080,226.7963281,-0.899997711,0.9425,0.00000000,38.00,105.00,1766.50,22.879999160,19.00,-0.7850,16.54192352,SmoothCondition
-6.09999847,58.500000000,34.409999080,236.6948035,-1.799999237,0.9402,0.00000000,38.00,104.00,1707.00,22.129999160,18.00,-0.7801,16.45434380,SmoothCondition
-6.30000305,57.599998470,34.814999070,245.6219641,-0.900001526,0.8162,0.00000000,38.00,104.00,1650.50,21.549999240,18.00,-0.8363,16.37427902,SmoothCondition
-7.59999847,55.799999240,35.204999100,252.8323369,-1.799999237,0.8134,0.00000000,38.00,103.00,1607.50,20.579999920,18.00,-0.9066,16.28753662,SmoothCondition
-7.40000153,54.899997710,35.624999080,258.7137597,-0.900001526,0.9496,0.00000000,38.00,103.00,1562.00,19.909999850,18.00,-0.9710,16.20639801,SmoothCondition
-7.40000153,52.199996950,36.074999050,261.3222330,-2.700000763,0.8207,0.00000000,38.00,103.00,1514.50,19.219999310,18.00,-1.0463,16.12316704,SmoothCondition
-6.19999695,51.299999240,36.584999050,260.9799280,-0.899997711,0.7976,0.00000000,39.00,102.00,1471.50,18.379999160,17.00,-1.0030,16.04192352,SmoothCondition
-6.40000153,49.500000000,37.124999050,257.0754547,-1.799999237,0.9572,0.00000000,39.00,102.00,1415.00,17.440000530,17.00,-1.0497,15.96043873,SmoothCondition
-4.50000000,47.699996950,37.679999000,249.9046663,-1.800003052,1.1034,20.00000000,39.00,102.00,791.00,6.719999790,17.00,-1.1047,15.41517162,SmoothCondition
-3.09999847,50.399997710,38.279998970,243.0951747,2.700000763,1.3206,25.09803963,39.00,101.00,783.00,5.440000057,17.00,-1.2659,14.83494949,SmoothCondition
-2.00000000,41.399997710,38.729998940,233.3889040,-9.000000000,1.5211,32.94117737,39.00,101.00,786.00,5.489999771,17.00,-1.5382,14.42818928,SmoothCondition
-2.00000000,36.899997710,39.074998920,224.7212175,-4.500000000,1.8500,33.33333206,39.00,101.00,788.00,5.469999790,17.00,-1.7579,14.15577030,SmoothCondition
-1.69999695,29.699998860,39.269998900,218.6441590,-7.199998856,1.8250,31.76470566,40.00,101.00,782.00,5.469999790,17.00,-1.9615,14.03401279,SmoothCondition
-1.59999847,22.500000000,39.329998910,216.3743284,-7.199998856,2.1055,34.11764908,40.00,101.00,794.50,6.989999771,17.00,-1.9937,14.01447868,SmoothCondition
-1.29999542,18.000000000,39.344998900,215.7096253,-4.500000000,2.1397,0.00000000,40.00,101.00,1084.50,9.439999580,17.00,-1.9638,14.07376862,SmoothCondition
-1.80000305,18.899999620,39.404998910,212.9913200,0.899999619,2.0717,83.92156982,40.00,102.00,1253.50,9.439999580,17.00,-1.7611,14.07376862,SmoothCondition
-1.19999695,18.899999620,39.524998900,207.0934221,0.000000000,2.0925,63.92156982,40.00,104.00,1478.50,16.079999920,17.00,-1.7343,14.17194462,SmoothCondition
-1.59999847,22.500000000,39.764998910,195.2097610,3.600000381,2.0948,47.45098114,40.00,103.00,1654.00,16.770000460,17.00,-1.8165,14.25191212,SmoothCondition
-1.80000305,25.199998860,40.064998900,180.7395925,2.699998856,2.1114,0.00000000,40.00,103.00,1627.50,15.970000270,17.00,-1.8985,14.31302547,SmoothCondition
-2.40000153,26.099998470,40.319998880,169.4629744,0.899999619,2.1117,0.00000000,40.00,103.00,1627.50,20.629999160,17.00,-1.9469,14.40961075,SmoothCondition
-1.90000153,25.199998860,40.529998870,160.2692461,-0.899999619,2.0704,0.00000000,40.00,102.00,1523.50,18.940000530,17.00,-1.9376,14.49988651,SmoothCondition
-1.00000000,23.399999620,40.619998870,156.6311109,-1.799999237,1.9866,70.58823395,41.00,102.00,1419.50,15.970000270,17.00,-1.8649,14.57905960,SmoothCondition
-0.90000153,23.399999620,40.649998890,155.5245679,0.000000000,2.0085,66.66666412,41.00,102.00,1574.50,20.690000530,17.00,-1.7107,14.67604065,FullOfHolesCondition
-1.60000610,27.000000000,40.664998910,155.0941689,3.600000381,2.0424,46.27450943,41.00,114.00,1836.00,22.219999310,20.00,-1.6186,14.75893307,FullOfHolesCondition
-1.19999695,30.599998470,40.694998900,154.4242030,3.599998474,2.0737,24.31372643,41.00,111.00,1707.50,17.049999240,21.00,-1.5947,14.79065704,FullOfHolesCondition
-1.60000610,30.599998470,40.679998870,154.7182289,0.000000000,2.0056,81.96078491,41.00,101.00,1317.00,11.880000110,19.00,-1.4190,14.75879955,FullOfHolesCondition
-1.90000153,31.500000000,40.679998870,154.7182289,0.900001526,1.9828,81.96078491,41.00,105.00,1386.50,17.879999160,18.00,-1.2689,14.79235268,FullOfHolesCondition
-1.59999847,34.200000760,40.739998910,153.7041267,2.700000763,1.8659,70.58823395,41.00,108.00,1488.50,17.549999240,19.00,-1.1141,14.80793667,FullOfHolesCondition
-1.00000000,36.899997710,40.814998910,152.7694231,2.699996948,1.7858,63.92156982,41.00,106.00,1568.50,17.610000610,19.00,-0.8984,14.81432152,FullOfHolesCondition
-2.39999771,37.799999240,40.859998930,152.3678552,0.900001526,1.5259,66.66666412,41.00,109.00,1652.00,20.110000610,19.00,-0.8317,14.83439827,FullOfHolesCondition
-2.80000305,40.500000000,40.949998950,151.7994822,2.700000763,1.2388,68.62744904,41.00,111.00,1752.50,20.440000530,20.00,-0.6810,14.84472179,FullOfHolesCondition
-3.20000076,43.199996950,41.039998910,151.7088719,2.699996948,0.9946,65.49019623,41.00,113.00,1835.00,21.610000610,21.00,-0.5420,14.85652637,FullOfHolesCondition
-2.59999847,45.000000000,41.174998950,151.6656261,1.800003052,1.0361,22.74509811,42.00,109.00,1801.00,24.379999160,21.00,-0.5749,14.88690567,FullOfHolesCondition
-2.90000153,45.899997710,41.339998910,151.5624312,0.899997711,0.8498,0.00000000,42.00,106.00,1767.50,23.129999160,20.00,-0.5094,14.91563892,FullOfHolesCondition
-2.99999619,44.099998470,41.489998910,151.0087023,-1.799999237,1.0422,0.00000000,42.00,105.00,1708.00,21.829999920,19.00,-0.4589,14.94231319,FullOfHolesCondition
-2.39999771,42.299999240,41.594998900,150.4977618,-1.799999237,1.1290,0.00000000,42.00,104.00,1626.50,20.860000610,19.00,-0.4566,14.96913147,FullOfHolesCondition
-2.39999771,40.500000000,41.654998940,150.1408124,-1.799999237,1.2718,60.00000000,42.00,105.00,1633.00,16.829999920,19.00,-0.5348,14.96094704,FullOfHolesCondition
-2.29999924,39.599998470,41.699998950,149.8271089,-0.900001526,1.2580,52.54901886,42.00,103.00,1663.50,16.489999770,19.00,-0.4992,14.94013214,FullOfHolesCondition
-1.39999771,40.500000000,41.729998940,149.6980582,0.900001526,1.2725,29.01960754,42.00,103.00,1677.50,16.489999770,18.00,-0.3994,14.94013214,FullOfHolesCondition
-1.19999695,41.399997710,41.774998890,149.5422363,0.899997711,1.2193,0.00000000,42.00,104.00,1602.50,21.469999310,18.00,-0.2132,14.96306229,FullOfHolesCondition
-0.50000000,40.500000000,41.789998910,149.4893803,-0.899997711,1.1904,56.86274719,43.00,103.00,1614.50,20.190000530,18.00,-0.0728,14.98391438,FullOfHolesCondition
0.50000000,39.599998470,41.804998870,149.4086094,-0.900001526,1.2899,39.60784531,43.00,102.00,1640.00,16.020000460,18.00,-0.1211,14.96728420,FullOfHolesCondition
1.00000000,40.500000000,41.849998890,149.1635500,0.900001526,1.3174,17.25490189,43.00,102.00,1640.00,15.579999920,18.00,-0.3181,14.94139862,FullOfHolesCondition
1.29999924,40.500000000,41.879998870,149.0253468,0.000000000,1.3902,0.00000000,43.00,103.00,1621.00,20.409999850,18.00,-0.3619,14.96325493,FullOfHolesCondition
2.39999771,39.599998470,41.939998850,148.5237877,-0.900001526,1.0419,0.00000000,43.00,103.00,1556.00,19.409999850,18.00,-0.5010,14.98136330,FullOfHolesCondition
2.29999924,37.799999240,41.849998890,148.7791437,-1.799999237,1.1599,21.17647171,43.00,103.00,1496.50,18.690000530,18.00,-0.5743,15.00137424,FullOfHolesCondition
2.09999847,36.899997710,41.714998850,149.0077285,-0.900001526,0.9730,59.60784531,43.00,104.00,1438.00,15.359999660,18.00,-0.7566,14.99629116,FullOfHolesCondition
2.19999695,36.000000000,41.564998850,149.3555248,-0.899997711,0.6436,56.86274719,43.00,103.00,1487.50,16.219999310,18.00,-0.8920,14.99114227,FullOfHolesCondition
1.89999771,36.000000000,41.399998890,149.5342281,0.000000000,0.4882,57.25490189,43.00,103.00,1520.00,15.659999850,18.00,-1.0039,14.98051071,FullOfHolesCondition
1.79999924,37.799999240,41.219998900,148.8422960,1.799999237,0.5436,57.25490189,43.00,103.00,1596.00,16.219999310,18.00,-0.9593,14.96728230,FullOfHolesCondition
1.00000000,38.700000760,41.024998950,147.4829149,0.900001526,0.6010,76.47058868,44.00,113.00,1681.00,21.659999850,20.00,-0.9108,14.98864079,FullOfHolesCondition
0.89999771,41.399997710,40.859998930,145.6681944,2.699996948,0.6737,74.50980377,44.00,121.00,1783.00,23.409999850,23.00,-0.8016,15.01053238,FullOfHolesCondition
0.50000000,44.099998470,40.709998930,143.2839573,2.700000763,0.5427,72.94117737,44.00,125.00,1915.50,24.299999240,25.00,-0.6490,15.02843952,FullOfHolesCondition
-0.39999771,47.699996950,40.589998910,140.6846353,3.599998474,0.5810,63.52941132,44.00,123.00,1997.00,23.190000530,26.00,-0.7311,15.03429222,FullOfHolesCondition
-0.40000153,49.500000000,40.469998960,137.6167045,1.800003052,0.4529,0.00000000,44.00,106.00,803.50,14.939999580,23.00,-0.6779,14.96446514,FullOfHolesCondition
0.10000229,49.500000000,40.319998960,133.4660263,0.000000000,0.3637,89.80392456,44.00,111.00,1491.00,21.239999770,22.00,-0.6725,14.95537472,FullOfHolesCondition
-0.09999847,50.399997710,40.169998960,128.9950097,0.899997711,0.2594,78.43137360,44.00,120.00,1568.00,22.299999240,23.00,-0.7003,14.94503689,FullOfHolesCondition
-0.20000076,53.099998470,40.049998950,124.9459245,2.700000763,0.4678,77.25490570,44.00,122.00,1630.00,22.549999240,25.00,-0.5547,14.93101501,FullOfHolesCondition
-0.29999924,54.899997710,39.959998930,121.7251441,1.799999237,0.5527,73.72549438,44.00,123.00,1707.00,21.379999160,25.00,-0.5087,14.90328407,FullOfHolesCondition
-0.59999847,57.599998470,39.899998950,119.3491452,2.700000763,0.6095,41.56862640,44.00,111.00,1740.50,21.969999310,26.00,-0.6371,14.87774372,FullOfHolesCondition
-0.39999771,58.500000000,39.869998960,118.1583999,0.900001526,0.7419,0.00000000,45.00,106.00,1711.50,21.969999310,24.00,-0.7037,14.87774372,FullOfHolesCondition
-0.09999847,58.500000000,39.869998960,118.1583999,0.000000000,0.8756,0.00000000,45.00,105.00,1682.00,22.329999920,22.00,-0.7986,14.85799599,FullOfHolesCondition
-0.10000229,57.599998470,39.869998960,118.1583999,-0.900001526,1.0074,0.00000000,45.00,105.00,1629.00,21.770000460,21.00,-0.6554,14.83747864,FullOfHolesCondition
-0.19999695,55.799999240,39.869998960,118.1583999,-1.799999237,0.9722,0.00000000,45.00,104.00,1589.50,20.909999850,20.00,-0.6135,14.81397724,FullOfHolesCondition
-0.20000076,54.899997710,39.869998960,118.1583999,-0.900001526,1.3046,0.00000000,45.00,104.00,1589.50,20.219999310,20.00,-0.5667,14.79149151,FullOfHolesCondition
0.40000153,52.199996950,39.869998960,118.1583999,-2.700000763,1.3804,0.00000000,45.00,103.00,1486.50,18.469999310,19.00,-0.6917,14.76764202,FullOfHolesCondition
0.10000229,48.599998470,39.824998950,117.2337641,-3.599998474,1.6672,0.00000000,46.00,103.00,1375.00,17.129999160,19.00,-0.6612,14.74244308,FullOfHolesCondition
0.00000000,45.899997710,39.764998910,116.2690855,-2.700000763,2.3048,1.17647064,46.00,102.00,1312.00,16.409999850,19.00,-0.5688,14.71798611,FullOfHolesCondition
-0.40000153,44.099998470,39.704998940,115.5167470,-1.799999237,2.6627,24.31372643,46.00,102.00,1297.00,15.880000110,19.00,-0.5316,14.69255733,FullOfHolesCondition
-0.30000305,44.099998470,39.599998950,113.8942304,0.000000000,2.6972,67.84313965,46.00,102.00,1247.50,12.659999850,18.00,-0.5003,14.63440704,FullOfHolesCondition
-0.40000153,45.000000000,39.659998990,114.3298917,0.900001526,2.8988,52.54901886,46.00,102.00,1279.50,15.909999850,18.00,-0.5647,14.61065006,FullOfHolesCondition
0.00000000,42.299999240,39.749999010,114.3106712,-2.700000763,2.9349,52.54901886,46.00,104.00,1319.00,15.739999770,19.00,-0.6699,14.58243370,FullOfHolesCondition
0.59999847,44.099998470,39.989999010,112.8609084,1.799999237,3.0532,0.39215687,46.00,102.00,1285.50,15.970000270,18.00,-0.6721,14.56018543,FullOfHolesCondition
0.39999771,43.199996950,40.334998960,107.7297647,-0.900001526,3.1712,1.96078432,46.00,102.00,1233.00,15.630000110,18.00,-0.5595,14.54196835,FullOfHolesCondition
0.00000000,42.299999240,40.739998940,99.1732825,-0.899997711,3.4437,3.92156863,46.00,102.00,1192.50,9.800000191,18.00,-0.7132,14.45469761,FullOfHolesCondition
0.79999924,39.599998470,41.084998930,90.9897661,-2.700000763,3.5596,23.13725471,47.00,101.00,1020.50,6.989999771,18.00,-0.8818,14.33292675,FullOfHolesCondition
0.89999771,35.099998470,41.354998910,83.1808176,-4.500000000,3.6127,36.86274719,47.00,101.00,1000.50,8.439999580,18.00,-0.8818,14.26026249,FullOfHolesCondition
0.20000076,33.299999240,41.534998890,78.2219707,-1.799999237,3.5799,33.72549057,47.00,101.00,819.00,12.939999580,18.00,-1.0946,14.25290203,FullOfHolesCondition
-0.79999924,32.399997710,41.654998870,75.0991236,-0.900001526,3.4122,21.56862831,47.00,102.00,1339.00,15.720000270,18.00,-1.0499,14.26970482,FullOfHolesCondition
-0.09999847,31.500000000,41.744998900,72.7377671,-0.899997711,3.3242,87.45098114,47.00,109.00,1369.00,17.989999770,18.00,-1.0190,14.29286861,FullOfHolesCondition
-0.50000000,32.399997710,41.864998880,69.5636657,0.899997711,3.1407,76.86274719,47.00,115.00,1491.00,19.719999310,19.00,-1.0863,14.31616974,FullOfHolesCondition
-1.09999847,36.000000000,42.074998890,64.3229202,3.600002289,2.9606,71.76470947,47.00,113.00,1592.50,19.719999310,21.00,-0.9288,14.31616974,FullOfHolesCondition
-1.19999695,38.700000760,42.329998910,58.5387425,2.700000763,2.7806,67.45098114,47.00,112.00,1674.50,19.129999160,22.00,-0.8782,14.32908726,FullOfHolesCondition
-1.50000000,40.500000000,42.554998910,54.5608193,1.799999237,2.7537,61.96078491,47.00,109.00,1753.00,18.579999920,22.00,-0.8788,14.33392811,FullOfHolesCondition
-1.70000076,42.299999240,42.749998920,52.1008445,1.799999237,2.6914,29.41176605,47.00,107.00,1790.50,18.770000460,21.00,-0.7904,14.33476448,FullOfHolesCondition
-1.89999771,44.099998470,42.974998920,49.5781748,1.799999237,2.6724,0.00000000,48.00,106.00,1738.00,23.270000460,21.00,-0.7636,14.35415077,FullOfHolesCondition
-0.39999771,43.199996950,43.169998870,47.3085735,-0.900001526,2.7180,0.00000000,48.00,105.00,1738.00,22.629999160,21.00,-0.6854,14.37491703,FullOfHolesCondition
0.00000000,42.299999240,43.304998840,45.9391250,-0.899997711,2.4031,32.15686417,48.00,103.00,1677.00,20.409999850,20.00,-0.7992,14.38840008,FullOfHolesCondition
-0.80000305,41.399997710,43.379998840,45.2995909,-0.900001526,2.2208,0.00000000,48.00,103.00,1670.00,20.049999240,19.00,-0.9880,14.40006351,FullOfHolesCondition
-0.79999924,40.500000000,43.424998860,44.9103790,-0.899997711,2.4047,0.00000000,48.00,104.00,1588.00,20.079999920,19.00,-1.0559,14.41851139,FullOfHolesCondition
-0.50000000,37.799999240,43.379998840,45.2995909,-2.700000763,2.4415,0.00000000,48.00,104.00,1445.00,17.799999240,19.00,-1.1092,14.43339539,FullOfHolesCondition
-0.20000076,34.200000760,43.229998910,46.7045055,-3.599998474,2.5551,3.13725495,48.00,103.00,1306.00,16.049999240,19.00,-1.1174,14.44966412,FullOfHolesCondition
0.09999847,30.599998470,42.989998880,49.2965057,-3.600002289,2.6060,3.13725495,48.00,102.00,1160.50,12.359999660,19.00,-1.1526,14.45078182,FullOfHolesCondition
-0.20000076,27.000000000,42.674998920,53.3856323,-3.599998474,2.7816,7.45098066,48.00,102.00,1076.50,8.720000267,18.00,-1.2055,14.42011929,FullOfHolesCondition
-0.10000229,26.099998470,42.374998920,57.9161410,-0.900001526,2.7925,15.29411793,48.00,101.00,950.50,6.360000134,18.00,-1.1799,14.36229515,FullOfHolesCondition
-0.20000076,22.500000000,42.044998930,64.5004793,-3.599998474,2.9396,27.84313774,48.00,101.00,772.00,5.739999771,18.00,-1.1375,14.31139946,FullOfHolesCondition
-0.29999924,20.699998860,41.714998910,72.0714625,-1.800001144,2.8652,0.00000000,48.00,100.00,1246.00,13.630000110,18.00,-1.1122,14.35070992,FullOfHolesCondition
-0.39999771,19.799999240,41.384998930,80.0250215,-0.899999619,2.7763,81.56862640,49.00,104.00,1333.50,18.409999850,19.00,-0.9117,14.39822578,FullOfHolesCondition
-0.29999924,21.599998470,41.069998900,86.5455218,1.799999237,2.7972,72.15686035,49.00,111.00,1664.00,20.829999920,21.00,-0.9098,14.44312382,FullOfHolesCondition
-1.80000305,26.099998470,40.814998910,90.2758695,4.500000000,2.7494,66.27451324,49.00,117.00,1890.50,21.799999240,23.00,-0.8672,14.48220730,FullOfHolesCondition
-2.29999924,29.699998860,40.634998890,92.3351916,3.600000381,2.8417,0.00000000,49.00,108.00,1511.00,14.770000460,22.00,-0.8202,14.49013710,FullOfHolesCondition
-2.70000076,31.500000000,40.499998920,93.7128777,1.800001144,2.8181,0.00000000,49.00,102.00,1217.50,15.130000110,20.00,-0.8621,14.50288582,FullOfHolesCondition
-2.39999771,31.500000000,40.349998920,95.0628774,0.000000000,2.8356,84.70588684,49.00,112.00,1406.00,19.159999850,20.00,-0.8575,14.52427292,FullOfHolesCondition
