AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface
-0.8999634,68.00435638,36.14138886,247.9550537,0.67553711,-0.2617,39.215686800,74.00,129.00,2167.00,21.05999947,19.00,0.3750,16.44601250,SmoothCondition
-1.2000122,68.67989349,37.12092177,253.2599733,0.67553711,-0.3516,34.509803770,74.00,126.00,2181.00,20.43000031,19.00,0.2461,16.28921700,SmoothCondition
-1.5000000,69.13024902,38.06292459,259.5408800,0.45035553,-0.2422,20.392156600,75.00,115.00,2174.00,17.88999939,19.00,0.2539,16.08792686,SmoothCondition
-1.5999756,68.90507507,38.95238552,266.2590396,-0.22517395,-0.1914,20.392156600,75.00,111.00,2167.00,15.23999977,18.00,0.1484,15.59318256,SmoothCondition
-1.5000000,68.67989349,39.76678645,274.3560284,-0.22518158,-0.1328,23.529411320,75.00,111.00,2171.00,17.23999977,18.00,0.0586,15.41043949,SmoothCondition
-1.3999634,68.90507507,40.55116336,282.6754111,0.22518158,-0.0625,24.313726430,75.00,114.00,2175.00,16.39999962,18.00,0.0586,15.21777439,SmoothCondition
-1.7000122,68.90507507,41.29801029,291.1440179,0.00000000,0.0000,27.058824540,75.00,114.00,2187.00,19.57999992,19.00,0.0117,15.09473896,SmoothCondition
-2.2999878,69.35543823,42.02609227,299.8083326,0.45036316,0.0664,21.960784910,75.00,116.00,2194.00,16.52000046,19.00,-0.0195,14.91569996,SmoothCondition
-2.7000122,69.35543823,42.72415024,308.3817782,0.00000000,0.2148,21.960784910,75.00,114.00,2135.00,21.65999985,19.00,-0.0547,14.83209991,SmoothCondition
-2.7000122,68.67989349,43.39593716,315.8505582,-0.67554474,0.3047,0.000000000,76.00,110.00,2122.00,22.23999977,20.00,-0.1016,14.76180840,SmoothCondition
-2.4000244,66.87845612,44.04145311,320.8321240,-1.80143737,0.4414,0.000000000,76.00,110.00,2064.00,23.42000008,20.00,-0.0781,14.71287346,SmoothCondition
-2.2000122,65.07701874,44.66445112,323.4095949,-1.80143738,0.6015,0.000000000,76.00,110.00,1999.00,22.44000053,20.00,-0.1055,14.66264629,SmoothCondition
-2.0000000,63.05039978,45.26868413,323.3565558,-2.02661896,0.7461,0.000000000,76.00,109.00,1937.00,21.27000046,19.00,-0.1563,14.60897255,SmoothCondition
-2.0999756,60.57342148,45.85039918,320.4725449,-2.47697830,0.8359,0.000000000,76.00,109.00,1848.00,19.87999916,19.00,-0.2305,14.55274582,SmoothCondition
-1.9000244,58.09643555,46.40959613,315.0024949,-2.47698593,0.8242,0.000000000,76.00,108.00,1785.00,19.53000069,19.00,-0.2266,14.50549412,SmoothCondition
-1.5000000,55.84463882,46.94252211,307.6110464,-2.25179673,0.8203,15.686274530,76.00,110.00,1755.00,13.77999973,19.00,-0.2617,14.37785816,SmoothCondition
-0.9000244,55.61945724,47.47544807,299.3978736,-0.22518158,0.7812,32.941177370,76.00,109.00,1758.00,14.92000008,17.00,-0.2656,14.27205944,SmoothCondition
-0.5000000,55.84463882,48.01588008,290.4791126,0.22518158,0.8047,35.294116970,76.00,111.00,1777.00,15.00000000,17.00,-0.2539,14.17148209,SmoothCondition
-0.7000122,56.52017593,48.56757104,281.1408229,0.67553711,0.8125,14.509803770,76.00,108.00,1780.00,13.38000011,17.00,-0.3359,14.04427814,SmoothCondition
-1.0000000,55.84463882,49.08923804,271.9802345,-0.67553711,0.8047,15.686274530,76.00,105.00,1767.00,12.50000000,17.00,-0.3164,13.90296555,SmoothCondition
-0.6999512,56.29499817,49.58463402,264.0164665,0.45035935,0.7734,39.215686800,76.00,109.00,1793.00,20.13999939,17.00,-0.3242,13.87477589,SmoothCondition
-0.5000000,57.19572067,50.06126502,257.3021164,0.90072250,0.7578,56.470588680,76.00,127.00,1845.00,25.23999977,20.00,-0.3125,13.87772655,SmoothCondition
-0.4000244,58.99715805,50.56791998,250.5863620,1.80143738,0.6953,49.803920750,76.00,136.00,1885.00,22.85000038,20.00,-0.2812,13.86029911,SmoothCondition
-0.5999756,60.34823608,51.10459893,243.3948002,1.35107803,0.6679,49.411766050,76.00,137.00,1943.00,20.57999992,19.00,-0.2344,13.82261658,SmoothCondition
-0.2999878,61.69932175,51.70507898,233.9663450,1.35108567,0.6484,45.490196230,76.00,130.00,1972.00,23.20000076,19.00,-0.1914,13.80352020,SmoothCondition
0.0999756,62.60003281,52.34684187,222.6380582,0.90071106,0.6133,43.921569820,76.00,133.00,2009.00,21.59000015,19.00,-0.1641,13.76759624,SmoothCondition
0.3000488,63.50076294,53.02613494,209.4235967,0.90073013,0.6250,28.627450940,77.00,125.00,2016.00,15.55000019,19.00,-0.1523,13.66559601,SmoothCondition
0.9000244,63.72594070,53.71668695,194.8699945,0.22517776,0.6054,29.019607540,77.00,114.00,2015.00,15.55000019,19.00,-0.1719,13.66559601,SmoothCondition
1.6000366,63.95111847,54.38847392,180.8580149,0.22517777,0.4765,41.176471710,77.00,123.00,2035.00,18.79000092,17.00,-0.1875,13.60729885,SmoothCondition
1.5999756,64.62665558,55.05275488,167.3169686,0.67553711,0.4219,40.392158510,77.00,129.00,2060.00,21.87999916,18.00,-0.1602,13.57752705,SmoothCondition
1.2999878,65.52737427,55.72078883,153.8651434,0.90071869,0.3711,21.568628310,77.00,119.00,2070.00,14.93999958,19.00,-0.1562,13.41832161,SmoothCondition
0.7999878,65.52737427,56.36630475,140.8913893,0.00000000,0.3555,5.098039150,77.00,110.00,2061.00,14.93999958,18.00,-0.1719,13.41832161,SmoothCondition
0.3999634,64.85183716,56.97804371,128.2346061,-0.67553711,0.3945,0.000000000,77.00,110.00,1967.00,20.54999924,18.00,-0.1641,13.37944603,SmoothCondition
-0.1000366,62.37486267,57.52222875,115.8373429,-2.47697449,0.3515,0.000000000,78.00,110.00,1884.00,20.43000031,18.00,-0.1719,13.34557724,SmoothCondition
-0.6999512,59.67269897,57.99135373,104.2369076,-2.70216370,0.3750,7.450980663,78.00,111.00,1836.00,21.11000061,18.00,-0.2148,13.32480431,SmoothCondition
-0.9000244,58.32162094,58.39292475,94.5031128,-1.35107803,0.4570,0.000000000,78.00,109.00,1755.00,20.54999924,18.00,-0.2812,13.30541039,SmoothCondition
-1.5000000,56.29499817,58.73444767,85.8103412,-2.02662277,0.7186,0.000000000,78.00,108.00,1625.00,19.21999931,18.00,-0.3437,13.28175831,SmoothCondition
-1.9000244,53.36766052,59.00466366,78.3312895,-2.92733765,0.9412,0.000000000,78.00,107.00,1405.00,17.21999931,17.00,-0.4180,13.25315952,SmoothCondition
-2.0000000,45.26117706,59.10224164,75.0130528,-8.10648346,1.1755,0.000000000,78.00,105.00,1405.00,14.65999985,17.00,-0.4805,13.22231960,SmoothCondition
-2.0999756,36.02880096,59.03093465,78.0439980,-9.23237610,1.3981,9.019607544,78.00,103.00,1113.00,10.93000031,16.00,-0.6172,13.18479252,SmoothCondition
-1.7999878,28.14749908,58.82827263,88.2261133,-7.88130188,1.6051,20.000000000,78.00,101.00,1048.00,5.98000002,15.00,-0.7851,13.09142399,SmoothCondition
-1.5999756,20.49137878,58.49800860,107.2115980,-7.65612030,1.7183,22.745098110,78.00,101.00,904.00,6.82999992,13.00,-0.8320,13.07979965,SmoothCondition
-1.7999878,13.73598003,58.07391960,134.6643719,-6.75539875,1.8394,23.529411320,78.00,101.00,888.00,5.65000010,14.00,-0.9062,13.09825134,SmoothCondition
-1.7000122,9.90791893,57.56726457,168.3746442,-3.82806110,1.9839,27.058824540,78.00,100.00,873.00,5.15999985,14.00,-0.9648,13.13361835,SmoothCondition
-1.5999756,6.07985973,56.96303164,209.0015875,-3.82805920,2.0699,29.019607540,78.00,100.00,866.00,5.86999989,14.00,-1.0156,13.20899677,SmoothCondition
-0.9000244,2.70216012,56.24996167,256.1544693,-3.37769961,2.1207,38.823528290,78.00,100.00,849.00,4.96999979,15.00,-1.0507,13.20899677,SmoothCondition
-0.2000122,1.35108006,55.47309072,305.4596785,-1.35108006,2.1597,33.333332060,78.00,100.00,795.00,5.40999985,14.00,-1.0468,13.20899677,SmoothCondition
-0.2999878,0.00000000,54.62491281,356.5291855,-1.35108006,2.1910,30.588235860,78.00,100.00,805.00,5.42999983,15.00,-1.0390,13.20899677,SmoothCondition
0.0000000,0.00000000,53.76922884,406.1760594,0.00000000,2.2418,29.411766050,78.00,100.00,813.00,5.09000015,15.00,-1.0273,13.20899677,SmoothCondition
0.2000122,0.00000000,52.87976784,454.3709790,0.00000000,2.2339,29.019607540,78.00,100.00,812.00,4.65999985,15.00,-1.0507,13.20899677,SmoothCondition
0.5000000,0.00000000,51.92650582,500.5255534,0.00000000,2.2496,31.764705660,78.00,100.00,803.00,4.65999985,15.00,-1.0390,13.20899677,SmoothCondition
0.9000244,0.00000000,50.96198486,544.6815516,0.00000000,2.1793,33.333332060,78.00,100.00,841.00,4.76000023,16.00,-1.0078,13.20899677,SmoothCondition
1.0000000,0.00000000,49.97494593,586.5533440,0.00000000,2.0855,26.274509430,78.00,100.00,840.00,4.73000002,16.00,-0.9882,13.20899677,SmoothCondition
0.7999878,0.00000000,48.94287094,625.3803383,0.00000000,2.0816,25.882352830,78.00,100.00,815.00,4.88000011,16.00,-0.9531,13.20899677,SmoothCondition
0.4000244,0.00000000,47.89578397,661.5990092,0.00000000,2.0699,26.666667940,78.00,100.00,805.00,4.71000004,16.00,-0.9140,13.20899677,SmoothCondition
-0.0999756,0.00000000,46.81867304,694.5561953,0.00000000,2.0074,25.882352830,78.00,100.00,804.00,4.67999983,17.00,-0.8789,13.20899677,SmoothCondition
0.0000000,0.00000000,45.73405606,724.8619125,0.00000000,1.7770,27.058824540,78.00,100.00,801.00,4.82000017,17.00,-0.8164,13.20899677,SmoothCondition
0.0000000,0.00000000,44.64193316,752.4596158,0.00000000,1.5466,35.294116970,78.00,100.00,792.00,4.82999992,17.00,-0.7422,13.20899677,SmoothCondition
0.0000000,0.00000000,43.53104525,776.7707807,0.00000000,1.3123,30.980392460,78.00,100.00,777.00,4.63000011,17.00,-0.6406,13.20899677,SmoothCondition
0.0000000,0.00000000,42.40889826,798.0091709,0.00000000,1.1171,31.372549060,78.00,100.00,807.00,4.86999989,17.00,-0.5351,13.20899677,SmoothCondition
0.0000000,0.00000000,41.27549232,816.0822325,0.00000000,0.8007,31.764705660,78.00,100.00,804.00,5.21000004,17.00,-0.3867,13.20899677,SmoothCondition
0.0000000,0.00000000,40.13082743,830.8966325,0.00000000,0.5781,65.882354740,78.00,102.00,1192.00,6.90000010,17.00,-0.2930,13.20899677,SmoothCondition
-0.2000122,7.88129997,39.11001161,833.2108981,7.88129997,0.3711,40.392158510,78.00,108.00,1728.00,13.31000042,20.00,-0.2031,13.29880238,SmoothCondition
-0.2999878,11.93453979,38.16050269,829.7645665,4.05323982,0.2695,5.490196228,78.00,111.00,1299.00,15.78999996,22.00,-0.1563,13.38045311,SmoothCondition
-0.2999878,14.18633938,37.25227679,822.8804111,2.25179959,0.1055,82.352943420,78.00,108.00,1233.00,8.85999966,22.00,-0.0391,13.42118549,SmoothCondition
-0.4000244,17.11367989,36.38908687,812.0152863,2.92734051,0.0781,36.470588680,78.00,113.00,1438.00,14.76000023,19.00,-0.0117,13.48105335,SmoothCondition
-0.6000366,20.04101944,35.57468594,797.9504539,2.92733955,0.1211,0.000000000,78.00,106.00,1317.00,13.15999985,21.00,-0.0273,13.52362728,SmoothCondition
-0.7999878,18.46475983,34.72650797,782.8393691,-1.57625961,0.2070,0.000000000,78.00,104.00,1317.00,12.34000015,19.00,-0.0508,13.56485748,SmoothCondition
-0.9000244,16.21295929,33.84079999,767.5261480,-2.25180054,0.2852,21.568628310,78.00,104.00,1134.00,10.02000046,19.00,-0.0781,13.60306740,SmoothCondition
-0.9000244,12.61007977,32.90630309,753.7055374,-3.60287952,0.3359,24.705883030,78.00,103.00,882.00,4.94999981,17.00,-0.1055,13.60345745,SmoothCondition
-0.9000244,9.23237991,31.94553516,742.7049096,-3.37769986,0.3906,25.098039630,78.00,101.00,871.00,4.67999983,15.00,-0.1367,13.62629700,SmoothCondition
-0.7999878,6.98057985,30.97726118,733.7100031,-2.25180006,0.4101,27.058824540,78.00,100.00,873.00,5.05000019,16.00,-0.1367,13.68176365,SmoothCondition
-0.7000122,5.62949991,30.02024618,726.2332255,-1.35107994,0.3789,31.764705660,78.00,100.00,839.00,4.96999979,16.00,-0.1133,13.73593998,SmoothCondition
-0.6000366,6.30503988,29.11577315,719.1117034,0.67553997,0.3711,26.274509430,78.00,100.00,953.00,8.85999966,16.00,-0.0820,13.81352615,SmoothCondition
-0.3999634,8.10647965,28.28260722,711.6517321,1.80143976,0.3320,26.274509430,78.00,101.00,1189.00,6.82999992,19.00,-0.0391,13.86847305,SmoothCondition
-0.2999878,8.33165932,27.49072423,704.8847832,0.22517967,0.2617,23.921569820,78.00,100.00,1246.00,8.07999992,18.00,-0.0078,13.93117332,SmoothCondition
-0.2000122,9.90791893,26.72886526,696.1238286,1.57625961,0.2305,32.156864170,78.00,101.00,1522.00,11.39000034,19.00,-0.0039,13.99854088,SmoothCondition
-0.2000122,11.48418045,25.98952428,685.1386530,1.57626152,0.3203,19.215686800,78.00,104.00,1676.00,12.51000023,20.00,-0.0430,14.06184673,SmoothCondition
-0.2000122,11.03381920,25.23141834,672.5466013,-0.45036125,0.3398,3.137254953,78.00,105.00,1453.00,9.97000027,20.00,-0.0352,14.12277794,SmoothCondition
-0.2000122,9.68274021,24.46205336,660.1580720,-1.35107899,0.2812,18.431373600,78.00,103.00,1378.00,8.73999977,19.00,-0.0195,14.18210697,SmoothCondition
-0.1000366,10.58345890,23.70019437,645.6572798,0.90071869,0.4023,27.450981140,78.00,102.00,1575.00,9.81999970,18.00,-0.0430,14.23694134,SmoothCondition
-0.2999878,11.70935917,22.94208835,628.4936589,1.12590027,0.4883,22.745098110,78.00,103.00,1770.00,11.89999962,19.00,-0.0781,14.29646111,SmoothCondition
-0.3999634,13.06044006,22.17647638,607.5192389,1.35108089,0.6015,18.823530200,78.00,105.00,1929.00,13.77999973,20.00,-0.1211,14.35855484,SmoothCondition
-0.7000122,13.73598003,21.39960545,583.4166462,0.67553997,0.6015,14.509803770,77.00,107.00,2029.00,14.31999969,20.00,-0.1016,14.41872025,SmoothCondition
-0.5000000,14.41152000,20.61147542,556.0860914,0.67553997,0.7109,14.509803770,77.00,109.00,2104.00,15.50000000,20.00,-0.1875,14.47896481,SmoothCondition
-0.4000244,15.08705902,19.81959252,526.0836425,0.67553902,0.7812,12.549019810,78.00,110.00,2068.00,15.32999992,20.00,-0.2422,14.53835678,SmoothCondition
-0.3999634,13.96115971,18.99393247,493.6323495,-1.12589931,0.7304,3.137254953,78.00,110.00,1826.00,13.85999966,21.00,-0.2344,14.59923553,SmoothCondition
-0.2999878,12.38489914,18.13824844,459.7136216,-1.57626057,0.6445,11.372549060,78.00,107.00,1734.00,11.93000031,18.00,-0.2070,14.65665340,SmoothCondition
-0.2999878,13.51079941,17.29757646,423.7846464,1.12590027,0.5547,14.901961330,78.00,105.00,1779.00,11.56000042,17.00,-0.1484,14.71223736,SmoothCondition
-0.5000000,13.06044006,16.43813953,385.3709800,-0.45035935,0.5234,12.156863210,78.00,105.00,1900.00,11.97999954,17.00,-0.1445,14.76530933,SmoothCondition
-0.3000488,13.28561974,15.56744362,343.9251958,0.22517968,0.4961,8.627450943,78.00,105.00,1874.00,11.90999985,18.00,-0.1211,14.81773567,SmoothCondition
-0.2000122,12.15971947,14.67798271,301.0124750,-1.12590027,0.5195,11.764705660,78.00,104.00,1703.00,11.59000015,18.00,-0.1328,14.87237930,SmoothCondition
0.0999756,10.80864048,13.77726276,257.7731250,-1.35107899,0.5742,7.843137264,78.00,103.00,1576.00,10.31000042,17.00,-0.1719,14.92523003,SmoothCondition
0.0000000,10.35828018,12.91031972,217.1776557,-0.45036030,0.5586,16.862745290,78.00,102.00,1423.00,8.47000027,17.00,-0.2227,14.97253036,SmoothCondition
0.0000000,9.68274021,12.07715374,179.5852358,-0.67553997,0.6328,10.588235860,78.00,101.00,1321.00,8.65999985,16.00,-0.2852,15.02067566,SmoothCondition
0.0000000,8.33165932,11.24398772,142.8704569,-1.35108089,0.7305,12.941176410,78.00,100.00,1200.00,6.44000006,16.00,-0.3320,15.06448078,SmoothCondition
-0.2000122,7.20576000,10.42583375,108.0662397,-1.12589932,0.8086,18.823530200,78.00,101.00,1017.00,9.23999977,15.00,-0.3555,15.13012695,SmoothCondition
-0.2999878,6.07985973,9.63770373,76.5004442,-1.12590027,0.7851,25.098039630,78.00,100.00,868.00,4.36000013,16.00,-0.3516,15.16713333,SmoothCondition
-0.2999878,5.17914009,8.96966979,54.8745252,-0.90071964,0.7851,24.313726430,78.00,101.00,843.00,6.25000000,15.00,-0.3516,15.23018074,SmoothCondition
-0.2999878,4.05323982,8.43674377,42.5852726,-1.12590027,0.8945,26.274509430,78.00,100.00,845.00,4.96999979,15.00,-0.3945,15.29270363,SmoothCondition
-0.4000244,0.00000000,7.96761878,36.9829010,-4.05323982,0.9336,26.274509430,78.00,100.00,824.00,4.92000008,15.00,-0.4297,15.36389637,SmoothCondition
-0.5000000,0.00000000,7.62609580,35.2818858,0.00000000,1.0156,27.058824540,78.00,100.00,824.00,4.65999985,15.00,-0.4687,15.36389637,SmoothCondition
-0.5000000,0.00000000,7.39716280,35.5815813,0.00000000,1.0156,27.058824540,78.00,100.00,804.00,4.46999979,15.00,-0.4844,15.36389637,SmoothCondition
-0.5000000,0.00000000,7.23203082,36.3744289,0.00000000,1.0078,27.058824540,78.00,100.00,798.00,5.03999996,16.00,-0.5000,15.36389637,SmoothCondition
-0.4000244,0.00000000,7.13069982,37.2279661,0.00000000,1.0078,26.666667940,78.00,100.00,800.00,5.05000019,16.00,-0.4961,15.36389637,SmoothCondition
-0.2999878,0.00000000,7.08566382,37.7553088,0.00000000,0.9453,27.843137740,78.00,100.00,797.00,4.53999996,16.00,-0.4609,15.36389637,SmoothCondition
-0.2000122,0.00000000,7.06314582,38.0483725,0.00000000,0.9336,27.058824540,78.00,100.00,799.00,4.61000013,16.00,-0.4570,15.36389637,SmoothCondition
0.0000000,0.00000000,7.06314582,38.0483725,0.00000000,0.9023,29.411766050,78.00,100.00,789.00,4.53999996,16.00,-0.4531,15.36389637,SmoothCondition
0.0000000,0.00000000,7.06314582,38.0483725,0.00000000,0.9023,27.058824540,78.00,100.00,839.00,4.36999989,16.00,-0.4766,15.36389637,SmoothCondition
0.0000000,0.00000000,7.06314582,38.0483725,0.00000000,0.8906,28.627450940,78.00,100.00,822.00,4.86999989,17.00,-0.4570,15.36389637,SmoothCondition
0.0000000,0.00000000,7.06314582,38.0483725,0.00000000,0.8633,22.352941510,78.00,100.00,822.00,5.05000019,16.00,-0.4453,15.44469929,SmoothCondition
0.0000000,0.00000000,7.06314582,38.0483725,0.00000000,0.7851,39.607845310,78.00,100.00,833.00,4.61000013,17.00,-0.4180,15.51350212,SmoothCondition
0.0000000,0.00000000,7.06314582,38.0483725,0.00000000,0.7461,27.843137740,78.00,100.00,845.00,5.84000015,17.00,-0.4141,15.58045197,SmoothCondition
0.2999878,6.53022003,7.17198282,37.1955801,6.53022003,0.7930,19.215686800,78.00,100.00,960.00,5.40999985,18.00,-0.4141,15.62742138,SmoothCondition
0.2000122,6.53022003,7.28081982,36.3186953,0.00000000,0.7656,25.490196230,78.00,100.00,880.00,4.34000015,16.00,-0.3984,15.66140366,SmoothCondition
0.2000122,6.07985973,7.38215082,35.4342188,-0.45036030,0.7305,25.490196230,78.00,100.00,849.00,5.01999998,17.00,-0.3711,15.70377254,SmoothCondition
0.2000122,5.85467959,7.47972881,34.5404176,-0.22518015,0.6133,29.803922650,78.00,100.00,849.00,5.03999996,17.00,-0.3203,15.74606323,SmoothCondition
0.2999878,6.75539970,7.59231881,33.5881756,0.90072012,0.5391,25.490196230,78.00,100.00,999.00,8.13000011,17.00,-0.2461,15.80899525,SmoothCondition
0.2000122,8.55683994,7.73493280,32.6062547,1.80144024,0.4805,31.764705660,78.00,102.00,1277.00,8.60000038,19.00,-0.2422,15.86273766,SmoothCondition
0.2000122,11.03381920,7.91882979,31.7422612,2.47697926,0.3906,25.490196230,78.00,106.00,1927.00,11.73999977,19.00,-0.1797,15.91587639,SmoothCondition
0.2000122,13.96115971,8.15151579,31.2431649,2.92734051,0.3008,21.960784910,78.00,110.00,1927.00,13.59000015,21.00,-0.1602,15.96781540,SmoothCondition
0.2000122,15.98777962,8.41797878,31.0855322,2.02661991,0.2539,0.000000000,78.00,112.00,1222.00,18.54999924,21.00,-0.1328,16.02383423,SmoothCondition
-0.3999634,16.21295929,8.55683977,32.0909009,0.22517967,0.1484,57.647060390,78.00,111.00,1222.00,8.84000015,22.00,-0.0898,16.03040695,SmoothCondition
-0.4000244,18.68993950,8.66942976,33.6249731,2.47698021,0.0781,45.882354740,78.00,122.00,1436.00,17.47999954,19.00,-0.0586,16.07280350,SmoothCondition
-0.5000000,22.74317932,8.81204376,36.4455462,4.05323982,0.0430,29.411766050,78.00,120.00,1932.00,16.38999939,21.00,-0.0391,16.10015869,SmoothCondition
